Datetime,googl,googl,googl,googl,googl
2025-08-05 14:45:00+00:00,195.375,195.5500030517578,195.07000732421875,195.11000061035156,444509
2025-08-05 14:50:00+00:00,195.39999389648438,195.50999450683594,195.14999389648438,195.3800048828125,374187
2025-08-05 14:55:00+00:00,195.30999755859375,195.52000427246094,195.02000427246094,195.39999389648438,283076
2025-08-05 15:00:00+00:00,195.4600067138672,195.5800018310547,195.11500549316406,195.3000030517578,205191
2025-08-05 15:05:00+00:00,195.72999572753906,195.7899932861328,195.42999267578125,195.4600067138672,256115
2025-08-05 15:10:00+00:00,195.84689331054688,195.93499755859375,195.47329711914062,195.73500061035156,249779
2025-08-05 15:15:00+00:00,195.7899932861328,195.89500427246094,195.5,195.85499572753906,184355
2025-08-05 15:20:00+00:00,195.49000549316406,195.9600067138672,195.39999389648438,195.80999755859375,262804
2025-08-05 15:25:00+00:00,195.47999572753906,195.60989379882812,195.4149932861328,195.5,190727
2025-08-05 15:30:00+00:00,195.44000244140625,195.64999389648438,195.41009521484375,195.49000549316406,156479
2025-08-05 15:35:00+00:00,195.24000549316406,195.4698028564453,195.1699981689453,195.42999267578125,233000
2025-08-05 15:40:00+00:00,195.24000549316406,195.32000732421875,195.0,195.24000549316406,222240
2025-08-05 15:45:00+00:00,195.41000366210938,195.60000610351562,195.14999389648438,195.22999572753906,261329
2025-08-05 15:50:00+00:00,195.52999877929688,195.55499267578125,195.31390380859375,195.41000366210938,110855
2025-08-05 15:55:00+00:00,195.47000122070312,195.60000610351562,195.40499877929688,195.52000427246094,156421
2025-08-05 16:00:00+00:00,195.42999267578125,195.5399932861328,195.24000549316406,195.4600067138672,154982
2025-08-05 16:05:00+00:00,195.55999755859375,195.7100067138672,195.4199981689453,195.4199981689453,178339
2025-08-05 16:10:00+00:00,195.60000610351562,195.73500061035156,195.55999755859375,195.5800018310547,101990
2025-08-05 16:15:00+00:00,195.5399932861328,195.7449951171875,195.49000549316406,195.61000061035156,159499
2025-08-05 16:20:00+00:00,195.50999450683594,195.69000244140625,195.44000244140625,195.5500030517578,168595
2025-08-05 16:25:00+00:00,195.5,195.5800018310547,195.33999633789062,195.52000427246094,173220
2025-08-05 16:30:00+00:00,195.55999755859375,195.6199951171875,195.44000244140625,195.48500061035156,134295
2025-08-05 16:35:00+00:00,195.33999633789062,195.55999755859375,195.3350067138672,195.5500030517578,134464
2025-08-05 16:40:00+00:00,195.0800018310547,195.3551025390625,195.0,195.3551025390625,198848
2025-08-05 16:45:00+00:00,194.8842010498047,195.05999755859375,194.72000122070312,195.05999755859375,213824
2025-08-05 16:50:00+00:00,194.88999938964844,195.00999450683594,194.8300018310547,194.8699951171875,121397
2025-08-05 16:55:00+00:00,194.78500366210938,194.9398956298828,194.6699981689453,194.88999938964844,124553
2025-08-05 17:00:00+00:00,194.80990600585938,194.84500122070312,194.69009399414062,194.77999877929688,175880
2025-08-05 17:05:00+00:00,195.0500030517578,195.10000610351562,194.75,194.77999877929688,182820
2025-08-05 17:10:00+00:00,195.1750030517578,195.27999877929688,195.03500366210938,195.03500366210938,162919
2025-08-05 17:15:00+00:00,195.3800048828125,195.3800048828125,195.05999755859375,195.1750030517578,158161
2025-08-05 17:20:00+00:00,195.35629272460938,195.42999267578125,195.2550048828125,195.38499450683594,153926
2025-08-05 17:25:00+00:00,195.49000549316406,195.5399932861328,195.31500244140625,195.3300018310547,118965
2025-08-05 17:30:00+00:00,195.4250030517578,195.54840087890625,195.39999389648438,195.50999450683594,149588
2025-08-05 17:35:00+00:00,195.40499877929688,195.4499969482422,195.25010681152344,195.4250030517578,129814
2025-08-05 17:40:00+00:00,195.4499969482422,195.50999450683594,195.30999755859375,195.39999389648438,115085
2025-08-05 17:45:00+00:00,195.39999389648438,195.52000427246094,195.375,195.4499969482422,160844
2025-08-05 17:50:00+00:00,195.44000244140625,195.4949951171875,195.3800048828125,195.40499877929688,126640
2025-08-05 17:55:00+00:00,195.47000122070312,195.53500366210938,195.38999938964844,195.41000366210938,130145
2025-08-05 18:00:00+00:00,195.36500549316406,195.5050048828125,195.34500122070312,195.47000122070312,145299
2025-08-05 18:05:00+00:00,195.52499389648438,195.60000610351562,195.3699951171875,195.3800048828125,151677
2025-08-05 18:10:00+00:00,195.6300048828125,195.648193359375,195.47999572753906,195.52499389648438,154031
2025-08-05 18:15:00+00:00,195.42999267578125,195.6649932861328,195.3699951171875,195.63999938964844,231437
2025-08-05 18:20:00+00:00,195.22500610351562,195.4600067138672,195.1300048828125,195.43499755859375,132565
2025-08-05 18:25:00+00:00,195.08140563964844,195.2449951171875,195.0,195.22000122070312,123987
2025-08-05 18:30:00+00:00,195.02499389648438,195.1999969482422,194.82000732421875,195.0800018310547,187794
2025-08-05 18:35:00+00:00,194.8699951171875,195.05990600585938,194.72000122070312,195.02499389648438,188499
2025-08-05 18:40:00+00:00,194.72000122070312,194.9199981689453,194.61000061035156,194.875,237777
2025-08-05 18:45:00+00:00,194.62989807128906,194.79510498046875,194.36000061035156,194.72000122070312,215069
